Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
80	:	1538342359.540	  1015.041	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 80' coad_mccv_enet.R
179	:	1538342383.102	   992.467	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 179' coad_mccv_enet.R
89	:	1538342361.694	  1015.694	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 89' coad_mccv_enet.R
155	:	1538342377.278	  1002.851	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 155' coad_mccv_enet.R
196	:	1538342387.303	   993.967	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 196' coad_mccv_enet.R
38	:	1538342349.800	  1032.164	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 38' coad_mccv_enet.R
92	:	1538342362.382	  1020.003	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 92' coad_mccv_enet.R
100	:	1538342364.320	  1020.429	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 100' coad_mccv_enet.R
99	:	1538342364.068	  1021.312	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 99' coad_mccv_enet.R
52	:	1538342353.001	  1033.153	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 52' coad_mccv_enet.R
30	:	1538342347.879	  1038.651	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 30' coad_mccv_enet.R
6	:	1538342342.629	  1043.943	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 6' coad_mccv_enet.R
146	:	1538342375.001	  1012.037	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 146' coad_mccv_enet.R
181	:	1538342383.598	  1004.168	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 181' coad_mccv_enet.R
95	:	1538342363.074	  1025.492	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 95' coad_mccv_enet.R
182	:	1538342383.843	  1006.447	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 182' coad_mccv_enet.R
173	:	1538342381.605	  1010.335	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 173' coad_mccv_enet.R
175	:	1538342382.079	  1010.318	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 175' coad_mccv_enet.R
60	:	1538342354.880	  1037.918	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 60' coad_mccv_enet.R
191	:	1538342386.047	  1007.657	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 191' coad_mccv_enet.R
127	:	1538342370.672	  1023.131	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 127' coad_mccv_enet.R
9	:	1538342343.291	  1050.888	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 9' coad_mccv_enet.R
132	:	1538342371.793	  1022.982	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 132' coad_mccv_enet.R
142	:	1538342374.112	  1021.216	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 142' coad_mccv_enet.R
1	:	1538342341.573	  1054.187	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 1' coad_mccv_enet.R
128	:	1538342370.903	  1024.940	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 128' coad_mccv_enet.R
41	:	1538342350.516	  1046.555	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 41' coad_mccv_enet.R
183	:	1538342384.072	  1013.718	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 183' coad_mccv_enet.R
163	:	1538342379.143	  1019.652	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 163' coad_mccv_enet.R
149	:	1538342375.774	  1023.024	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 149' coad_mccv_enet.R
131	:	1538342371.558	  1028.523	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 131' coad_mccv_enet.R
124	:	1538342369.988	  1030.208	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 124' coad_mccv_enet.R
186	:	1538342384.833	  1017.483	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 186' coad_mccv_enet.R
176	:	1538342382.331	  1020.879	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 176' coad_mccv_enet.R
170	:	1538342380.818	  1022.862	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 170' coad_mccv_enet.R
33	:	1538342348.559	  1055.322	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 33' coad_mccv_enet.R
31	:	1538342348.129	  1056.855	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 31' coad_mccv_enet.R
123	:	1538342369.751	  1035.317	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 123' coad_mccv_enet.R
116	:	1538342368.065	  1038.705	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 116' coad_mccv_enet.R
79	:	1538342359.314	  1049.012	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 79' coad_mccv_enet.R
93	:	1538342362.602	  1046.757	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 93' coad_mccv_enet.R
26	:	1538342346.985	  1063.121	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 26' coad_mccv_enet.R
34	:	1538342348.811	  1064.561	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 34' coad_mccv_enet.R
153	:	1538342376.810	  1039.279	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 153' coad_mccv_enet.R
48	:	1538342352.122	  1064.360	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 48' coad_mccv_enet.R
189	:	1538342385.564	  1032.646	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 189' coad_mccv_enet.R
115	:	1538342367.849	  1050.523	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 115' coad_mccv_enet.R
77	:	1538342358.847	  1059.845	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 77' coad_mccv_enet.R
49	:	1538342352.331	  1066.983	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 49' coad_mccv_enet.R
129	:	1538342371.116	  1050.116	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 129' coad_mccv_enet.R
185	:	1538342384.567	  1038.208	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 185' coad_mccv_enet.R
37	:	1538342349.576	  1073.549	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 37' coad_mccv_enet.R
194	:	1538342386.816	  1036.454	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 194' coad_mccv_enet.R
145	:	1538342374.790	  1050.144	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 145' coad_mccv_enet.R
178	:	1538342382.847	  1044.391	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 178' coad_mccv_enet.R
4	:	1538342342.196	  1087.089	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 4' coad_mccv_enet.R
91	:	1538342362.130	  1069.636	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 91' coad_mccv_enet.R
126	:	1538342370.454	  1061.500	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 126' coad_mccv_enet.R
68	:	1538342356.836	  1075.443	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 68' coad_mccv_enet.R
193	:	1538342386.571	  1052.111	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 193' coad_mccv_enet.R
90	:	1538342361.901	  1078.109	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 90' coad_mccv_enet.R
169	:	1538342380.586	  1060.384	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 169' coad_mccv_enet.R
139	:	1538342373.415	  1067.749	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 139' coad_mccv_enet.R
120	:	1538342369.009	  1072.781	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 120' coad_mccv_enet.R
151	:	1538342376.302	  1066.471	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 151' coad_mccv_enet.R
117	:	1538342368.303	  1076.680	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 117' coad_mccv_enet.R
118	:	1538342368.559	  1077.367	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 118' coad_mccv_enet.R
19	:	1538342345.478	  1102.630	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 19' coad_mccv_enet.R
114	:	1538342367.632	  1081.163	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 114' coad_mccv_enet.R
88	:	1538342361.439	  1087.762	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 88' coad_mccv_enet.R
15	:	1538342344.609	  1105.621	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 15' coad_mccv_enet.R
87	:	1538342361.217	  1093.369	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 87' coad_mccv_enet.R
27	:	1538342347.196	  1108.488	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 27' coad_mccv_enet.R
7	:	1538342342.869	  1114.272	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 7' coad_mccv_enet.R
168	:	1538342380.359	  1076.947	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 168' coad_mccv_enet.R
75	:	1538342358.398	  1099.744	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 75' coad_mccv_enet.R
51	:	1538342352.780	  1107.881	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 51' coad_mccv_enet.R
160	:	1538342378.428	  1084.635	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 160' coad_mccv_enet.R
158	:	1538342377.976	  1086.444	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 158' coad_mccv_enet.R
166	:	1538342379.847	  1085.685	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 166' coad_mccv_enet.R
23	:	1538342346.340	  1119.344	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 23' coad_mccv_enet.R
192	:	1538342386.312	  1081.355	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 192' coad_mccv_enet.R
121	:	1538342369.273	  1098.976	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 121' coad_mccv_enet.R
105	:	1538342365.547	  1103.490	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 105' coad_mccv_enet.R
144	:	1538342374.547	  1095.536	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 144' coad_mccv_enet.R
17	:	1538342345.024	  1126.523	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 17' coad_mccv_enet.R
113	:	1538342367.402	  1105.358	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 113' coad_mccv_enet.R
101	:	1538342364.580	  1108.389	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 101' coad_mccv_enet.R
28	:	1538342347.401	  1126.504	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 28' coad_mccv_enet.R
103	:	1538342365.059	  1114.957	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 103' coad_mccv_enet.R
73	:	1538342357.958	  1122.680	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 73' coad_mccv_enet.R
138	:	1538342373.188	  1108.949	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 138' coad_mccv_enet.R
187	:	1538342385.040	  1101.755	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 187' coad_mccv_enet.R
157	:	1538342377.747	  1109.825	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 157' coad_mccv_enet.R
150	:	1538342376.011	  1114.710	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 150' coad_mccv_enet.R
55	:	1538342353.660	  1139.151	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 55' coad_mccv_enet.R
67	:	1538342356.626	  1137.136	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 67' coad_mccv_enet.R
122	:	1538342369.508	  1127.101	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 122' coad_mccv_enet.R
140	:	1538342373.640	  1123.139	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 140' coad_mccv_enet.R
63	:	1538342355.657	  1141.618	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 63' coad_mccv_enet.R
71	:	1538342357.530	  1142.653	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 71' coad_mccv_enet.R
135	:	1538342372.479	  1128.718	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 135' coad_mccv_enet.R
5	:	1538342342.405	  1160.088	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 5' coad_mccv_enet.R
109	:	1538342366.497	  1144.739	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 109' coad_mccv_enet.R
108	:	1538342366.258	  1160.537	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 108' coad_mccv_enet.R
39	:	1538342350.027	  1183.802	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 39' coad_mccv_enet.R
81	:	1538342359.785	  1175.306	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 81' coad_mccv_enet.R
70	:	1538342357.293	  1178.266	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 70' coad_mccv_enet.R
102	:	1538342364.837	  1172.234	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 102' coad_mccv_enet.R
136	:	1538342372.694	  1165.759	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 136' coad_mccv_enet.R
86	:	1538342360.990	  1181.980	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 86' coad_mccv_enet.R
172	:	1538342381.353	  1166.243	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 172' coad_mccv_enet.R
180	:	1538342383.329	  1184.904	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 180' coad_mccv_enet.R
130	:	1538342371.352	  1216.276	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 130' coad_mccv_enet.R
111	:	1538342366.941	  1222.927	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 111' coad_mccv_enet.R
195	:	1538342387.067	  1203.019	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 195' coad_mccv_enet.R
2	:	1538342341.774	  1253.983	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 2' coad_mccv_enet.R
85	:	1538342360.717	  1248.753	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 85' coad_mccv_enet.R
82	:	1538342360.047	  1250.006	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 82' coad_mccv_enet.R
57	:	1538342354.140	  1273.011	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 57' coad_mccv_enet.R
94	:	1538342362.833	  1272.151	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 94' coad_mccv_enet.R
134	:	1538342372.259	  1280.385	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 134' coad_mccv_enet.R
43	:	1538342350.957	  1316.194	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 43' coad_mccv_enet.R
174	:	1538342381.845	  1346.276	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 174' coad_mccv_enet.R
171	:	1538342381.051	  1496.119	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 171' coad_mccv_enet.R
177	:	1538342382.617	  1515.569	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 177' coad_mccv_enet.R
162	:	1538342378.917	  1543.034	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 162' coad_mccv_enet.R
107	:	1538342366.040	  1647.202	0	0	0	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 107' coad_mccv_enet.R
